candidate_id,years_experience,current_title,skills,education_level,university,previous_companies,certifications,english_proficiency,expected_salary,candidate_location,willing_to_relocate,profile_completeness,account_created_date
42281,4.0,Senior Frontend Developer,React|Git|Python|Next.js|Linux|SASS|MySQL|Scikit-learn|NumPy|R|Kubernetes,Bachelor,Carnegie Mellon,,,,68226.25943293734,Qom,No,62,2020-09-19
42282,5.0,Senior Data Scientist,Flask|Jenkins|PostgreSQL|dbt|Angular|Scikit-learn|LightGBM|SQL,Master,,Generic Tech Co 26|Generic Tech Co 23|Generic Tech Co 34,GCP-PCA|Terraform-Associate,A1,66486.29666729429,Paris,,86,2023-08-09
42283,5.0,Jr. Data Analyst,Tableau|Next.js|Power BI|Pandas|Java|Go,Bachelor,Generic State University 4,Generic Tech Co 9|Generic Tech Co 52|Generic Tech Co 39|Generic Tech Co 34,CEH|AWS-DOP,B2,102039.99825510019,Shiraz,,100,2024-02-26
42284,5.0,Software Developer Intern,XGBoost|Kafka|C#|Grafana,Bachelor,Generic State University 43,Generic Tech Co 43|Digikala|Generic Tech Co 74,,Beginner,83714.62340648225,Manchester,,91,2020-12-10
42285,9.0,Systems Engineer,Redux|JavaScript|Scrum|RabbitMQ|MongoDB|Power BI|CSS|Svelte|TypeScript|Problem-Solving|YAML|HTML,Bachelor,Generic State University 64,Generic Tech Co 61|Generic Tech Co 47|Generic Tech Co 9|Generic Tech Co 95|Generic Tech Co 21|Generic Tech Co 62,,B2,106059.42880126853,Qom,No,86,2022-03-05
42286,9.0,Database Administrator,JavaScript|Tableau|Grafana|PyTorch|Power BI|Java|LightGBM|PySpark,Bachelor,,Generic Tech Co 33|Generic Tech Co 32,,C2,146648.8198510626,Amsterdam,,75,2022-06-12
42287,15.0,Senior DevOps Engineer,Python|Tableau|Docker|dbt|XGBoost|Spark|YAML|Linux,Master,,,PMP|CISSP,C1,162599.43286502446,Seattle,Yes,72,2022-02-06
42288,2.0,Data Analyst,React|Agile|Kafka|Next.js|Flask|Jenkins|dbt|Scikit-learn|LightGBM|PySpark,Master,Generic State University 52,,,,53722.310312302856,Tokyo,Yes,62,2022-03-26
42289,1.0,Principal Engineer,Agile|SASS|Java|TypeScript|Go|SQL|Kubernetes,Master,,Generic Tech Co 77|Generic Tech Co 62|Generic Tech Co 35,,B2,42944.38391177291,Tehran,Yes,75,2021-01-30
42290,8.0,Backend Developer,React|C#|TypeScript|Go|YAML|R|HTML,High School,,Generic Tech Co 72,,A2,114655.29191068973,Manchester,,78,2021-11-12
42291,3.0,Senior ML Engineer,Python|Communication|TypeScript|Scikit-learn|Kubernetes,Bachelor,Generic State University 27,Apple|Generic Tech Co 30|Generic Tech Co 10|Generic Tech Co 36,,C2,81776.34916465514,Seattle,,87,2021-07-24
42292,5.0,VP Engineering,React|Azure|Docker|PostgreSQL|Pandas|TypeScript|MySQL|Problem-Solving,Bachelor,Generic State University 83,Generic Tech Co 68|Generic Tech Co 52|Generic Tech Co 32|Generic Tech Co 54,,Upper-Intermediate,74315.30168406035,Remote,No,86,2024-01-28
42293,7.0,Senior Backend Developer,REST API|Terraform|Scrum|Next.js|FastAPI|Tailwind|MongoDB|Docker|Ansible|XGBoost|Java|R,Master,Generic State University 24,Apple|Generic Tech Co 22|Generic Tech Co 55|Generic Tech Co 52|Generic Tech Co 34,,Beginner,113171.07061904395,Singapore,No,92,2022-02-07
42294,5.0,Senior ML Engineer,Kubernetes|AWS|Jenkins|Svelte,PhD,Generic State University 77,Cafe Bazaar|Generic Tech Co 73|Generic Tech Co 11|Generic Tech Co 59|Generic Tech Co 98,,C1,64645.617403955344,Toronto,Yes,82,2022-05-24
42295,2.0,Systems Engineer,TensorFlow|Redux|JavaScript|Terraform|Agile|C#|Power BI|Ansible|GitLab-CI,Master,Generic State University 39,Generic Tech Co 60|Airbnb,,C2,72337.17644353035,Tabriz,,88,2023-04-11
42296,5.0,Web Developer,TensorFlow|JavaScript|PyTorch|Power BI|Django|Java|Kubernetes|AWS,Bachelor,Generic State University 60,,Azure-AZ305|CEH,C1,63292.59982179124,Seattle,Yes,83,2023-08-21
42297,,Data Scientist,Git|PyTorch|Flask|Power BI|Redis|LightGBM,Master,Online University R,Generic Tech Co 72|Netflix|Generic Tech Co 71|Generic Tech Co 59,,B1,101700.57105663056,Austin,,73,2021-12-15
42298,3.0,Junior Backend Developer,Agile|Tableau|Power BI|Jenkins|TypeScript|Vue|Nginx,M.S.,Generic State University 35,,,Advanced,84650.15655705534,Tabriz,Yes,72,2023-08-03
42299,3.0,Senior Data Scientist,Redux|Airflow|FastAPI|XGBoost|Django|Java|Spark|TypeScript|Scikit-learn|LightGBM|YAML|R,Bachelor,Generic State University 86,Generic Tech Co 41|Generic Tech Co 57|Generic Tech Co 20|Generic Tech Co 69|Generic Tech Co 44|Generic Tech Co 11,,,79138.73119134779,Amsterdam  ,No,77,2021-12-09
42300,6.0,Software Developer Intern,Python|C#|Tailwind|PyTorch|GraphQL|Docker|CSS|Communication|Redis|Kubernetes,Bachelor,Generic State University 88,Generic Tech Co 29|Shopify|Generic Tech Co 79|Meta|Generic Tech Co 80|Generic Tech Co 98,Agile-Certified|HIPAA,A1,82278.5441973309,Austin,Yes,100,2021-11-02
42301,3.0,Backend Developer,Git|Redux|Terraform|C#|Airflow|Power BI|CSS|Svelte|Communication|Django|Vue,High School,Carnegie Mellon,Generic Tech Co 90|Generic Tech Co 89,Azure-AZ305|Terraform-Associate|AWS-DOP|Docker-Certified,B1,61783.18369088414,Manchester,No,98,2021-01-06
42302,2.0,ML Engineer,Grafana|GCP|Prometheus|LightGBM|Kubernetes,Master,Online University I,Generic Tech Co 39,CEH|Agile-Certified|HIPAA|Azure-AZ104,Upper-Intermediate,38465.22427373442,Istanbul,No,100,2022-04-29
42303,5.0,Tech Lead,Redux|Jenkins|Svelte|Linux|HTML,PhD,,Generic Tech Co 56|Generic Tech Co 98|Shopify|Generic Tech Co 5,,B2,106016.2970011702,Paris,,79,2020-12-03
42304,,Jr. Full Stack Developer,TensorFlow|JavaScript|Python|CICD|Express|Spring|NumPy|PySpark,Bachelor,,,HIPAA|PCI-DSS|Docker-Certified,B1,66718.42794002919,Manchester,,64,2021-10-08
42305,5.0,Senior Frontend Developer,Tailwind|Flask|dbt|Svelte|XGBoost|Java|Problem-Solving|NumPy|R|PySpark,Bachelor,Generic State University 74,Generic Tech Co 84,,A1,108173.9244116313,Berlin,Yes,88,2021-03-01
42306,5.0,Data Scientist,React|LightGBM|Node.js|Kubernetes,Bachelor,Generic State University 57,Generic Tech Co 52|Generic Tech Co 28|Generic Tech Co 72|Generic Tech Co 91,Scrum-Master,C1,92962.26744814786,Tehran,No,99,2023-05-18
42307,9.0,Data Analyst,Power BI|Prometheus|Spring|LightGBM|YAML|SQL,PhD,Generic State University 28,Generic Tech Co 46|Cafe Bazaar,GCP-PCA|Agile-Certified,B2,136345.33695433303,San Francisco,Yes,100,2023-05-12
42308,4.0,Senior Full Stack Developer,Docker|GCP|PostgreSQL|Spark|Vue|PySpark|HTML,Master,Generic State University 98,Generic Tech Co 94|Generic Tech Co 85,Kubernetes-CKAD|Scrum-Master,C2,72535.98654944713,Shiraz,No,100,2020-08-16
42309,4.0,Junior DevOps Engineer,Redux|Power BI|Webpack|Jenkins|Scikit-learn,Bachelor,,,,B2,89889.01782775189,Mashhad,No,57,2023-01-05
42310,6.0,frontend developer,Grafana|Docker|GCP|Django|Pandas,Bachelor,Generic State University 30,Generic Tech Co 50|Generic Tech Co 81,,,91270.45958097992,Tehran,No,72,2020-02-22
42311,2.0,CTO,Redux|JSON|Python|Next.js|PostgreSQL|TypeScript,Master,Generic State University 94,,,A2,65558.6852609187,Shiraz,Yes,74,2020-12-07
42312,3.0,Senior Full Stack Developer,TensorFlow|PyTorch|RabbitMQ|dbt|Angular|SASS|Vue|Problem-Solving|YAML|Kubernetes,Master,Generic State University 91,Uber|Generic Tech Co 35|Airbnb|Generic Tech Co 89,,A2,42582.392369948226,Berlin,No,86,2023-04-01
42313,3.0,VP Engineering,Redux|Python|Terraform|PyTorch|GraphQL|CSS|Django|Vue,Bachelor,Generic State University 54,Generic Tech Co 27|Generic Tech Co 75|Snapp|Generic Tech Co 41,,A1,70255.61722385544,Manchester,No,90,2023-06-20
42314,2.0,Jr. Backend Developer,React|REST API|GCP|Angular|Communication|MySQL|Vue|YAML|R|Kubernetes,Bachelor,Online University C,,CFA|Terraform-Associate|Kubernetes-CKAD,B1,74650.77397624096,San Francisco,Yes,90,2023-11-17
42315,6.0,Senior Backend Developer,Git|Agile|Next.js|Webpack|Angular|GitLab-CI|PySpark,Bachelor,,Generic Tech Co 96|Generic Tech Co 3|Generic Tech Co 95,,A2,108445.63082111087,Remote,No,75,2023-04-17
42316,8.0,Junior Software Engineer,Kafka|C#|Scrum|Express|Webpack|Java|Pandas|Spring|Redis|Linux|Kubernetes,Bachelor,Online University B,Apple|Generic Tech Co 72|Generic Tech Co 29,GCP-PCA|Kubernetes-CKAD,B1,117244.75107278222,Shiraz,No,97,2023-04-18
42317,20.0,Data Scientist,React|CICD|Tailwind|FastAPI|Svelte|Angular|Redis,High School,Generic State University 17,,PMP|Kubernetes-CKA|PCI-DSS|Scrum-Master,B1,193063.75956581158,Toronto,Yes,89,2021-05-10
42318,5.0,Junior ML Engineer,Git|Terraform|PyTorch|Airflow|RabbitMQ|MongoDB|Docker|HTML|XGBoost|SASS|Pandas|AWS,Doctorate,Generic State University 56,Generic Tech Co 6|Microsoft|Generic Tech Co 55|Airbnb|Generic Tech Co 94,Terraform-Associate|AWS-SAP,C2,74012.62836242345,Boston,No,100,2023-12-01
42319,6.0,Director of Engineering,Git|Flask|LightGBM|NumPy|SQL,Bachelor,Generic State University 37,Generic Tech Co 6,AWS-DOP,B1,104514.50266439698,Sydney,Yes,100,2020-01-21
42320,8.0,senior backend developer,Redux|TensorFlow|Kafka|Azure|RabbitMQ|XGBoost|Vue,Bachelor,Generic State University 82,,Azure-AZ305|AWS-CSA|Scrum-Master,A1,109482.95209370824,Istanbul,No,87,2023-12-02
42321,5.0,Systems Engineer,Azure|FastAPI|Express|Docker|Power BI|Pandas|Java|Spring|Linux|Kubernetes,Bachelor,,,AWS-DOP|Docker-Certified,,71888.05342402661,Qom,Yes,62,2022-04-08
42322,3.0,Solutions Architect (Senior),Python|Express|Webpack|Ansible|Angular|MySQL|Testing|Kubernetes,Master,,Generic Tech Co 32|Generic Tech Co 92|Generic Tech Co 20|Generic Tech Co 16|Generic Tech Co 49,,,102679.32429384968,Austin,Yes,63,2021-12-05
42323,4.0,Junior Data Analyst,REST API|Kafka|Scrum|Node.js|XGBoost|TypeScript|NumPy|R,Bachelor,,Generic Tech Co 29|Generic Tech Co 48|Generic Tech Co 16|Generic Tech Co 96|Generic Tech Co 66|Generic Tech Co 83,,B1,81290.67368294774,San Francisco,No,80,2022-12-15
42324,5.0,Senior DevOps Engineer,React|Next.js|MongoDB|Express|Ansible|CSS|Svelte|TypeScript|Testing,Bachelor,Generic State University 56,Generic Tech Co 49,PMP|Kubernetes-CKA,A2,105994.40130639068,Tokyo,Yes,100,2023-12-26
42325,5.0,Full Stack Developer,Azure|C#|Next.js|GraphQL|Redis|YAML|Linux,PhD,Online University G,Generic Tech Co 40|Generic Tech Co 77|Airbnb,,B2,91760.05772974518,Tokyo,No,88,2020-12-18
42326,3.0,Solutions Architect (Senior),React|Python|Azure|MongoDB|Express|CSS|Communication|TypeScript|Scikit-learn,PhD,Generic State University 60,Generic Tech Co 86,GCP-ACE|Agile-Certified|AWS-CSA|Scrum-Master,A1,67779.81641209229,Toronto,Yes,100,2022-05-03
42327,11.0,Junior Data Analyst,MongoDB|Redis|TypeScript|MySQL|Problem-Solving|Testing|Kubernetes,Bachelor,,Digikala,,A2,132764.034403753,Tabriz,Yes,74,2020-04-08
42328,15.0,Frontend Developer,Grafana|Next.js|Node.js|Webpack|CSS|Svelte|TypeScript|Redis|Scikit-learn|Linux|Kubernetes,High School,Carnegie Mellon,Generic Tech Co 67|Generic Tech Co 40|Generic Tech Co 96|Generic Tech Co 5|Generic Tech Co 27,,C2,174182.2634263048,Vancouver,No,83,2023-02-25
42329,2.0,senior ml engineer,Git|JavaScript|Kafka|GraphQL|MongoDB|Prometheus|Angular|MySQL|Scikit-learn|LightGBM,Bachelor,,Generic Tech Co 51|Generic Tech Co 61|Generic Tech Co 14|Generic Tech Co 36|Generic Tech Co 34|Generic Tech Co 49,,C1,56242.73627330067,Isfahan,,77,2022-12-12
42330,16.0,Junior DevOps Engineer,REST API|JavaScript|Grafana|Webpack|Spark|Vue|SQL,High School,,Generic Tech Co 89|Generic Tech Co 58|Generic Tech Co 60|Generic Tech Co 22|Meta,Agile-Certified|Azure-AZ900|PCI-DSS|Scrum-Master,Elementary,157213.3875422647,Mashhad,No,87,2020-01-26
42331,4.0,ML Engineer,Redux|REST API|JavaScript|Terraform|Airflow|Django|MySQL|Vue|LightGBM|Nginx|Linux|HTML,BSc,Generic State University 50,,,A2,84723.76089573365,Manchester,Yes,77,2021-03-23
42332,3.0,Senior ML Engineer,MongoDB|Ansible|Jenkins|dbt|PostgreSQL|SASS,Bachelor,,Generic Tech Co 89,,,69033.06620229708,New York,Yes,58,2021-12-12
42333,1.0,Solutions Architect,TensorFlow|JSON|Tableau|Node.js|Django|Spark|NumPy|HTML,Master,Generic State University 24,,Terraform-Associate,A1,34713.19380216639,Singapore,No,87,2021-07-04
42334,4.0,Frontend Developer,JSON|C#|SASS|Spring|LightGBM|Linux,Bachelor,Generic State University 2,Generic Tech Co 97,Kubernetes-CKAD|Docker-Certified|Azure-AZ305|AWS-SAP,Elementary,66175.47254353354,Remote,No,100,2022-11-11
42335,3.0,Junior Frontend Developer,Next.js|GraphQL|Prometheus|Jenkins|R|Kubernetes,Bachelor,,,,B1,63142.52108332054,Istanbul,No,59,2024-01-31
42336,3.0,Senior DevOps Engineer,Linux|Power BI|Pandas|Tailwind,Master,Generic State University 6,Stripe|Generic Tech Co 70|Generic Tech Co 10|Generic Tech Co 83,Azure-AZ305|HIPAA|Docker-Certified,B1,92658.69131468845,Austin,Yes,100,2020-11-12
42337,,Senior Backend Developer,Vue|CICD|Redis,Master,Online University W,,,,98484.13326898914,Austin,Yes,50,2021-05-28
42338,,Junior Software Engineer,C#|MongoDB|GCP|PostgreSQL|CSS|MySQL|Scikit-learn|Nginx|Kubernetes,Master,Online University R,,CEH,C1,101824.02812243822,Singapore,Yes,74,2022-07-14
42339,9.0,Junior Software Engineer,TensorFlow|Python|JSON|Next.js|Prometheus|Go|NumPy,Master,,Generic Tech Co 31|Generic Tech Co 74|Generic Tech Co 54|Generic Tech Co 34|Generic Tech Co 49|Generic Tech Co 53,,C2,161037.79852722457,Munich,Yes,80,2020-05-10
42340,5.0,Junior Full Stack Developer,C#|RabbitMQ|Docker|PostgreSQL|Communication|Java|Scikit-learn|LightGBM|NumPy|Testing|HTML,B.S.,,Generic Tech Co 27|Netflix|Generic Tech Co 12|Generic Tech Co 25,,C2,105048.58153398937,Tehran,,74,2021-08-15
42341,0.0,Database Administrator,Go|Django|C#|Tailwind,Bachelor,Generic State University 35,Generic Tech Co 93|Generic Tech Co 73|Generic Tech Co 98|Virgool,,C1,48390.76332407294,Manchester,Yes,89,2020-09-07
42342,3.0,Director of Engineering,React|Redis|Django|MySQL,Master,Harvard University,Apple|Generic Tech Co 3|Generic Tech Co 73|Generic Tech Co 39,,,55494.03832230643,Qom,No,76,2021-07-28
42343,0.0,Full Stack Developer,React|C#|Tailwind|Next.js|Spring|Vue|NumPy,Master,Online University E,Generic Tech Co 67|Generic Tech Co 34,,B1,56621.46506751529,AMSTERDAM,No,86,2021-05-25
42344,13.0,Backend Developer,JavaScript|Kafka|C#|Ansible|Java|Redis|Scikit-learn|YAML|AWS,Bachelor,Generic State University 83,,,C1,130800.49280362879,Amsterdam,Yes,75,2022-11-25
42345,2.0,VP Engineering,REST API|GraphQL|Node.js|Flask|Power BI|GCP|Prometheus|Webpack|XGBoost|Linux,Master,Generic State University 41,Generic Tech Co 26|Generic Tech Co 29|Generic Tech Co 92|Generic Tech Co 61|Generic Tech Co 65|Generic Tech Co 79,CEH|Azure-AZ305|PMP,Upper-Intermediate,83946.76694137958,Berlin,No,100,2020-08-22
42346,6.0,Director of Engineering,Python|Scrum|Ansible|XGBoost|Java|Spark|Spring|Go|Kubernetes,Bachelor,Generic State University 89,,AWS-SAP|CISSP|AWS-DevOps,C1,99592.34380435252,Hamburg,,88,2023-03-19
42347,4.0,Lead Architect,Git|JavaScript|Power BI|Airflow,High School,Generic State University 89,Generic Tech Co 86|Meta|Generic Tech Co 79|Generic Tech Co 74|Generic Tech Co 72,PCI-DSS|Docker-Certified,A1,87639.14221793995,Karaj,,100,2023-08-07
42348,8.0,Principal Engineer,Azure|Scrum|Airflow|Flask|Webpack|PostgreSQL|Communication|Pandas|SASS|Redis|HTML,PhD,Generic State University 13,Generic Tech Co 68|Generic Tech Co 85|Generic Tech Co 43|Generic Tech Co 66|Generic Tech Co 37,,Upper-Intermediate,111903.00770890163,Isfahan,No,91,2023-06-29
42349,15.0,Web Developer,JavaScript|Terraform|Next.js|MongoDB|XGBoost|MySQL,Bachelor,Generic State University 74,SpaceX|Cafe Bazaar|Generic Tech Co 53,,A2,169929.75685504658,Munich,Yes,86,2020-01-10
42350,5.0,Solutions Architect (Senior) ,Terraform|Airflow|MongoDB|Webpack|GitLab-CI|R|PySpark|Kubernetes|SQL,Master,,,,A1,96953.29066394291,Shiraz,Yes,64,2023-11-29
42351,4.0,Junior Full Stack Developer,Python|JavaScript|Docker|PostgreSQL|Linux,Master,Sharif University of Technology,Generic Tech Co 52|Generic Tech Co 100|Generic Tech Co 82,PMP|Kubernetes-CKAD|GCP-ACE,A1,77742.27510945851,Shiraz,,100,2023-12-29
42352,1.0,Junior Data Analyst,NumPy|SQL|Tailwind|CSS,High School,Generic State University 79,SpaceX|Generic Tech Co 50|Generic Tech Co 80|Generic Tech Co 78,,A1,66918.12584173807,Tehran,No,88,2021-03-21
42353,13.0,Solutions Architect (Senior),Azure|C#|Tailwind|Next.js|Flask|Docker|dbt|Java|TypeScript,Master,Stanford University,,Docker-Certified|AWS-SAP,B2,151996.64471486796,San Francisco,Yes,87,2021-09-23
42354,8.0,Senior Backend Developer,React|Agile|Express|TypeScript|Scikit-learn,Bachelor,Generic State University 73,,,C1,116307.25142666024,Austin,No,75,2023-11-09
42355,2.0,Junior Full Stack Developer,Svelte|YAML|Testing|dbt,Bachelor,,,GCP-PCA|Azure-AZ104,B1,65109.96790090515,Madrid,,75,2023-05-03
42356,2.0,Engineering Manager,Redux|Ansible|Svelte|XGBoost|HTML,Master,Generic State University 82,Generic Tech Co 70,,,47290.40290655834,Karaj,,74,2020-05-16
42357,8.0,Web Developer,Node.js|JavaScript|HTML|Tableau,Bachelor,Stanford University,Generic Tech Co 26|Generic Tech Co 76|Shopify|Generic Tech Co 80|Generic Tech Co 11|Generic Tech Co 53,,C2,113985.26135614436,Boston,Yes,91,2022-02-10
42358,6.0,Software Developer Intern,Agile|Scrum|Tableau|PostgreSQL|CSS|Vue|Scikit-learn,Master,,Generic Tech Co 51|Generic Tech Co 5|Generic Tech Co 52,,A1,107631.02707778415,Vancouver,Yes,72,2022-02-09
42359,6.0,Junior ML Engineer,Redux|JavaScript|Grafana|MongoDB|NumPy|AWS,Bachelor,Generic State University 74,Digikala|Generic Tech Co 92|Generic Tech Co 18|Generic Tech Co 78|Stripe|Generic Tech Co 88,Kubernetes-CKAD,B1,104618.79269365346,Mashhad,Yes,99,2021-06-04
42360,8.0,Junior Full Stack Developer,React|Terraform|Tailwind|FastAPI|CSS|LightGBM|Kubernetes,Master,,Generic Tech Co 35|Generic Tech Co 98|Generic Tech Co 4|Generic Tech Co 59|Generic Tech Co 62,,B2,117464.42287704167,Tokyo,No,71,2023-01-26
42361,5.0,Senior Software Engineer,React|Airflow|Svelte|Pandas|Redis|Vue|LightGBM|Linux|PySpark|Kubernetes|SQL,Master,Generic State University 69,Generic Tech Co 56|Generic Tech Co 2|Generic Tech Co 20|Generic Tech Co 47,,B2,88840.31250051678,Madrid,Yes,84,2020-10-02
42362,16.0,Principal Engineer,C#|Airflow|Next.js|MongoDB|Docker|Prometheus|Svelte|SASS|Vue|Linux,Bachelor,Generic State University 43,,,B2,162994.47248763026,Madrid,No,75,2020-04-13
42363,2.0,Senior Frontend Developer,Git|FastAPI|GraphQL|GCP|Django|YAML|Linux|HTML,Bachelor,,,CEH|AWS-SAP,B2,75585.715608919,Vancouver,No,75,2023-09-03
42364,8.0,devops engineer,Python|Node.js|HTML|CSS|Svelte|Communication|Nginx|AWS,Master,Generic State University 25,,Agile-Certified|AWS-SAP,A2,98650.60539301988,Hamburg,No,95,2021-03-22
42365,7.0,Solutions Architect (Senior),React|TensorFlow|Tailwind|MySQL|LightGBM,Bachelor,Generic State University 53,Stripe|Generic Tech Co 60|Generic Tech Co 11,,C1,105974.57139754292,Tehran,Yes,88,2022-09-22
42366,13.0,Junior DevOps Engineer,TensorFlow|Azure|Node.js|CSS|GitLab-CI|LightGBM|Testing|Kubernetes,Bachelor,,,GCP-ACE|Terraform-Associate|Azure-AZ104|CISSP,B1,124266.86490128038,Seattle,No,73,2021-12-04
42367,,Backend Developer,Git|Vue|Problem-Solving|Nginx|HTML,Master,Generic State University 6,Microsoft,Terraform-Associate|HIPAA|AWS-DevOps|Azure-AZ900,Upper-Intermediate,98617.11959846344,Tokyo,Yes,81,2023-12-21
42368,3.0,Solutions Architect (Senior),GitLab-CI|JavaScript|Python|Prometheus|Ansible|Communication|Pandas|Java|Spring|SASS|Go|Scikit-learn,Master,Amirkabir University of Technology,Generic Tech Co 99|Generic Tech Co 73|Virgool,,Advanced,96623.40582088655,New York,Yes,90,2023-06-22
42369,3.0,Senior Data Scientist,React|Tableau|Prometheus|Svelte|SASS|Redis|Spark|Kubernetes,Master,Generic State University 44,Generic Tech Co 93,AWS-DevOps|Scrum-Master,C2,87541.71750883463,Singapore,Yes,99,2020-06-28
42370,8.0,Senior Data Scientist,Next.js|MongoDB|Flask|Power BI|NumPy|Testing,PhD,,SpaceX|Generic Tech Co 79|Generic Tech Co 20,,Upper-Intermediate,106317.0804646882,Sydney,No,75,2020-04-30
42371,4.0,Junior Frontend Developer,Python|JavaScript|Tableau|Jenkins|dbt|Angular|SASS|Nginx|AWS,Master,,Meta|Snapp|Generic Tech Co 4,,C1,96654.58418513206,Seattle,No,75,2020-10-21
42372,,Engineering Manager,CSS|dbt|Angular|SASS|Pandas|NumPy,High School,Generic State University 41,Generic Tech Co 2|Cafe Bazaar|Generic Tech Co 33|Generic Tech Co 31|Generic Tech Co 73,CEH|Docker-Certified|AWS-CSA,Intermediate,75295.26013111205,Munich,No,85,2020-06-22
42373,,Web Developer,R|RabbitMQ|Flask|Docker|Webpack|Django|TypeScript|Spark|LightGBM|Linux|PySpark,Bachelor,Generic State University 23,Generic Tech Co 55|Generic Tech Co 89,CEH|HIPAA|AWS-CSA,B1,94150.97420002031,Toronto,Yes,87,2021-05-30
42374,3.0,Junior Frontend Developer,TensorFlow|JavaScript|C#|Scrum|PyTorch|Express|Webpack|Jenkins|Scikit-learn|LightGBM|Linux,PhD,,Generic Tech Co 32|Generic Tech Co 41|Generic Tech Co 76|Generic Tech Co 16|Generic Tech Co 42|Generic Tech Co 37,,A2,69666.79331145235,Istanbul,No,74,2022-01-25
42375,2.0,Director of Engineering,Git|Python|Terraform|Airflow|FastAPI|MongoDB|LightGBM|dbt|Spark|TypeScript|Vue|Problem-Solving,Master,,Generic Tech Co 20|Generic Tech Co 33|Generic Tech Co 45,GCP-ACE|Terraform-Associate|Azure-AZ900,B2,46435.75393250659,San Francisco,No,89,2021-12-26
42376,15.0,Lead Architect,Terraform|Scrum|Grafana|PyTorch|Flask|PostgreSQL|Vue|LightGBM,Bachelor,Generic State University 31,Generic Tech Co 54,,C2,167673.19687730298,Karaj,,94,2023-07-20
42377,9.0,Web Developer,Git|Redux|MongoDB|Docker|Spring|GitLab-CI|LightGBM|Kubernetes,Bachelor,,Generic Tech Co 38,,A2,121504.89387355438,Tehran,Yes,76,2023-08-09
42378,3.0,Web Developer ,React|PyTorch|Next.js|GCP|SASS|LightGBM,Master,Sorbonne University,Uber|Generic Tech Co 22,AWS-DevOps|AWS-SAP|Azure-AZ900,Beginner,56224.51936750449,Karaj,No,98,2022-07-25
42379,2.0,Solutions Architect,REST API|FastAPI|Webpack|Angular|TypeScript|YAML|Testing,Master,Generic State University 26,Generic Tech Co 21,,B1,71244.95763811447,Vancouver,No,88,2021-04-25
